6,21,17,29,14
6,21,17,34,12
6,21,17,39,10
6,21,17,44,8
6,21,17,49,6
6,21,17,54,4
6,21,17,59,2
6,21,18,4,0
6,21,18,8,58
6,21,18,13,56
6,21,18,18,54
6,21,18,23,52
6,21,18,28,50
6,21,18,33,48
6,21,18,38,46
6,21,18,43,45
6,21,18,48,43
6,21,18,53,41
6,21,18,58,39
6,21,19,3,37
6,21,19,8,35
6,21,19,13,33
6,21,19,18,31
6,21,19,23,29
6,21,19,28,27
6,21,19,33,25
6,21,19,38,24
6,21,19,43,22
6,21,19,48,20
6,21,19,53,18
6,21,19,58,16
6,21,20,3,14
6,21,20,8,12
6,21,20,13,10
6,21,20,18,8
6,21,20,23,6
6,21,20,28,5
6,21,20,33,3
6,21,20,38,1
6,21,20,42,59
6,21,20,47,57
6,21,20,52,55
6,21,20,57,53
6,21,21,2,51
6,21,21,7,50
6,21,21,12,48
6,21,21,17,46
6,21,21,22,44
6,21,21,27,42
6,21,21,32,40
6,21,21,37,38
6,21,21,42,36
6,21,21,47,35
6,21,21,52,33
6,21,21,57,31
6,21,22,2,29
6,21,22,7,27
6,21,22,12,25
6,21,22,17,23
6,21,22,22,21
6,21,22,27,20
6,21,22,32,18
6,21,22,37,16
6,21,22,42,14
6,21,22,47,12
6,21,22,52,10
6,21,22,57,8
6,21,23,2,7
6,21,23,7,5
6,21,23,12,3
6,21,23,17,1
6,21,23,21,59
6,21,23,26,57
6,21,23,31,55
6,21,23,36,53
6,21,23,41,52
6,21,23,43,5
6,21,23,48,3
6,21,23,53,1
6,21,23,57,59
6,22,0,2,57
6,22,0,7,55
6,22,0,12,54
6,22,0,17,52
6,22,0,22,50
6,22,0,27,48
6,22,0,32,46
6,22,0,37,44
6,22,0,42,42
6,22,0,47,41
6,22,0,52,39
6,22,0,57,37
6,22,1,2,35
6,22,1,7,33
6,22,1,12,31
6,22,1,17,29
6,22,1,22,27
6,22,1,27,26
6,22,1,32,24
6,22,1,37,22
6,22,1,42,20
6,22,1,47,18
6,22,1,52,16
6,22,1,57,14
6,22,2,2,13
6,22,2,7,11
6,22,2,12,9
6,22,2,17,7
6,22,2,22,5
6,22,2,27,3
6,22,2,32,1
6,22,2,36,59
6,22,2,41,58
6,22,2,46,56
6,22,2,51,54
6,22,2,56,52
6,22,3,1,50
6,22,3,6,48
6,22,3,11,46
6,22,3,16,45
6,22,3,21,43
6,22,3,26,41
6,22,3,31,39
6,22,3,36,37
6,22,3,41,35
6,22,3,46,33
6,22,3,51,32
6,22,3,56,30
6,22,4,1,28
6,22,4,6,26
6,22,4,11,24
6,22,4,16,22
6,22,4,21,20
6,22,4,26,19
6,22,4,31,17
6,22,4,36,15
6,22,4,41,13
6,22,4,46,11
6,22,4,51,9
6,22,4,56,7
6,22,5,1,5
6,22,5,6,4
6,22,5,11,2
6,22,5,16,0
6,22,5,20,58
6,22,5,25,56
6,22,5,30,54
6,22,5,35,52
6,22,5,40,51
6,22,5,45,49
6,22,5,50,47
6,22,5,55,45
6,22,6,0,43
6,22,6,5,41
6,22,6,10,39
6,22,6,15,38
6,22,6,20,36
6,22,6,25,34
6,22,6,30,32
6,22,6,35,30
6,22,6,40,28
6,22,6,45,26
6,22,6,50,24
6,22,6,55,23
6,22,7,0,21
6,22,7,5,19
6,22,7,10,17
6,22,7,15,15
6,22,7,20,13
6,22,7,25,12
6,22,7,30,10
6,22,7,35,8
6,22,7,40,6
6,22,7,45,4
6,22,7,50,2
6,22,7,55,0
6,22,7,59,59
6,22,8,4,57
6,22,8,9,55
6,22,8,14,53
6,22,8,19,51
6,22,8,24,49
6,22,8,29,47
6,22,8,34,45
6,22,8,39,44
6,22,8,44,42
6,22,8,49,40
6,22,8,54,38
6,22,8,59,36
6,22,9,4,34
6,22,9,9,32
6,22,9,14,31
6,22,9,19,29
6,22,9,24,27
6,22,9,29,25
6,22,9,34,23
6,22,9,39,21
6,22,9,44,19
6,22,9,49,17
6,22,9,54,16
6,22,9,59,14
6,22,10,4,12
6,22,10,9,10
6,22,10,14,8
6,22,10,19,6
6,22,10,24,4
6,22,10,29,3
6,22,10,34,1
6,22,10,38,59
6,22,10,43,57
6,22,10,48,55
6,22,10,53,53
6,22,10,58,51
6,22,11,3,50
6,22,11,8,48
6,22,11,13,46
6,22,11,18,44
6,22,11,23,42
6,22,11,28,40
6,22,11,33,38
6,22,11,38,37
6,22,11,43,35
6,22,11,48,33
6,22,11,53,31
6,22,11,58,29
6,22,12,3,27
6,22,12,8,26
6,22,12,13,24
6,22,12,18,22
6,22,12,23,20
6,22,12,28,18
6,22,12,33,16
6,22,12,38,14
6,22,12,43,12
6,22,12,48,11
6,22,12,53,9
6,22,12,58,7
6,22,13,3,5
6,22,13,8,3
6,22,13,13,1
6,22,13,17,59
6,22,13,22,58
6,22,13,27,56
6,22,13,32,54
6,22,13,37,52
6,22,13,42,50
6,22,13,47,48
6,22,13,52,46
6,22,13,57,45
6,22,14,2,43
6,22,14,7,41
6,22,14,12,39
6,22,14,17,37
6,22,14,22,35
6,22,14,27,34
6,22,14,32,32
6,22,14,37,30
6,22,14,42,28
6,22,14,47,26
6,22,14,52,24
6,22,14,57,22
6,22,15,2,21
6,22,15,7,19
6,22,15,12,17
6,22,15,17,15
6,22,15,22,13
6,22,15,27,11
6,22,15,32,10
6,22,15,37,8
6,22,15,42,6
6,22,15,47,4
6,22,15,52,2
6,22,15,57,0
6,22,16,1,58
6,22,16,6,57
6,22,16,11,55
6,22,16,16,53
6,22,16,21,51
6,22,16,26,49
6,22,16,31,47
6,22,16,36,45
6,22,16,41,44
6,22,16,46,42
6,22,16,51,40
6,22,16,56,38
6,22,17,1,36
6,22,17,6,34
6,22,17,11,32
6,22,17,16,31
6,22,17,21,29
6,22,17,26,27
6,22,17,31,25
6,22,17,36,23
6,22,17,41,21
6,22,17,46,19
6,22,17,51,17
6,22,17,56,16
6,22,18,1,14
6,22,18,6,12
6,22,18,11,10
6,22,18,16,8
6,22,18,21,6
6,22,18,26,4
6,22,18,31,3
6,22,18,36,1
6,22,18,40,59
6,22,18,44,37
6,22,18,49,35
6,22,18,54,33
6,22,18,59,31
6,22,19,4,29
6,22,19,9,28
6,22,19,14,26
6,22,19,19,24
6,22,19,24,22
6,22,19,29,20
6,22,19,34,18
6,22,19,39,16
6,22,19,44,14
6,22,19,49,13
6,22,19,54,11
6,22,19,59,9
6,22,20,4,7
6,22,20,9,5
6,22,20,14,3
6,22,20,19,1
6,22,20,23,59
6,22,20,28,58
6,22,20,33,56
6,22,20,38,54
6,22,20,43,52
6,22,20,48,50
6,22,20,53,48
6,22,20,58,46
6,22,21,3,44
6,22,21,8,43
6,22,21,13,41
6,22,21,18,39
6,22,21,23,37
6,22,21,28,35
6,22,21,33,33
6,22,21,38,31
6,22,21,43,29
6,22,21,48,28
6,22,21,53,26
6,22,21,58,24
6,22,22,3,22
6,22,22,8,20
6,22,22,13,18
6,22,22,18,16
6,22,22,23,15
6,22,22,28,13
6,22,22,33,11
6,22,22,38,9
6,22,22,43,7
6,22,22,48,5
6,22,22,53,3
6,22,22,58,1
6,22,23,3,0
6,22,23,7,58
6,22,23,12,56
6,22,23,17,54
6,22,23,22,52
6,22,23,27,50
6,22,23,32,48
6,22,23,37,46
6,22,23,42,45
6,22,23,47,43
6,22,23,52,41
6,22,23,57,39
6,23,0,2,37
6,23,0,7,35
6,23,0,12,33
6,23,0,17,31
6,23,0,22,30
6,23,0,27,28
6,23,0,32,26
6,23,0,37,24
6,23,0,42,22
6,23,0,47,20
6,23,0,52,18
6,23,0,57,17
6,23,1,2,15
6,23,1,7,13
6,23,1,12,11
6,23,1,17,9
6,23,1,22,7
6,23,1,27,5
6,23,1,32,3
6,23,1,37,2
6,23,1,42,0
6,23,1,46,58
6,23,1,51,56
6,23,1,56,54
6,23,2,1,52
6,23,2,6,50
6,23,2,11,49
6,23,2,16,47
6,23,2,21,45
6,23,2,26,43
6,23,2,31,41
6,23,2,36,39
6,23,2,41,37
6,23,2,46,36
6,23,2,51,34
6,23,2,56,32
6,23,3,1,30
6,23,3,6,28
6,23,3,11,26
6,23,3,16,24
6,23,3,21,22
6,23,3,26,21
6,23,3,31,19
6,23,3,36,17
6,23,3,41,15
6,23,3,46,13
6,23,3,51,11
6,23,3,56,9
6,23,4,1,8
6,23,4,6,6
6,23,4,11,4
6,23,4,16,2
6,23,4,21,0
6,23,4,25,58
6,23,4,30,56
6,23,4,35,55
6,23,4,40,53
6,23,4,45,51
6,23,4,50,49
6,23,4,55,47
6,23,5,0,45
6,23,5,5,43
6,23,5,10,42
6,23,5,15,40
6,23,5,20,38
6,23,5,25,36
6,23,5,30,34
6,23,5,35,32
6,23,5,40,30
6,23,5,45,29
6,23,5,50,27
6,23,5,55,25
6,23,6,0,23
6,23,6,5,21
6,23,6,10,19
6,23,6,15,17
6,23,6,20,16
6,23,6,25,14
6,23,6,30,12
6,23,6,35,10
6,23,6,40,8
6,23,6,45,6
6,23,6,50,4
6,23,6,55,3
6,23,7,0,1
6,23,7,4,59
6,23,7,9,57
6,23,7,14,55
6,23,7,19,53
6,23,7,24,51
6,23,7,29,49
6,23,7,34,48
6,23,7,39,46
6,23,7,44,44
6,23,7,49,42
6,23,7,54,40
6,23,7,59,38
6,23,8,4,36
6,23,8,9,35
6,23,8,14,33
6,23,8,19,31
6,23,8,24,29
6,23,8,29,27
6,23,8,34,25
6,23,8,39,23
6,23,8,44,21
6,23,8,49,20
6,23,8,54,18
6,23,8,59,16
6,23,9,4,14
6,23,9,9,12
6,23,9,14,10
6,23,9,19,9
